success,error_message,r027_case_id,target_label,objective,policy,source_policy,policy_kind,policy_role,online_available_inputs_only,objective_alpha_settle,target_load_A,load_drop_A,selected_ref_slew_us,realized_ref_slew_us_in_offline_grid,tau_ai_us,delay_events,ref_start_delay_us,delay_mode,offline_objective_score,offline_regret_vs_oracle,offline_undershoot_mV,offline_settle_time_us,offline_skip_count_est,offline_phase_std_ns,vout_initial_V,vout_peak_V,vout_min_V,overshoot_mV,undershoot_mV,t_peak_us,settle_time_us,first_gate_edge_us,max_gate_gap_us,skip_count_est,final_vout_error_mV,final_il1_mean_A,final_il2_mean_A,final_il3_mean_A,final_il4_mean_A,final_il_total_mean_A,final_load_error_A,final_il_phase_imbalance_A,final_il_m2_projection_A,final_phase_spacing_mean_ns,final_phase_spacing_std_ns,final_phase_sequence_error_fraction,base_score,score_settle005,score_settle010,selected_objective_score,switching_regret_vs_best_in_run,chunk_file,chunk_order,switching_regret_priority,offline_regret_within_priority,priority_row
1,,R027_0062,10A,score_settle005,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,0,0.05,10.0,30.0,50,50,2.0,4,2.0,commit_after_tau_ai,10.0080780723436,0.0,4.84748739227403,20.5380000000001,1,79.7841311007952,0.99951236273925,1.00419623534961,0.995657518438424,4.19623534961322,4.34248156157591,1.01000000000002,23.9460000000001,2.85800000000353,1.02799999999998,1,-0.536024289830905,2.52603420593122,2.40993283176122,2.62905839330256,2.49203495801439,10.0570603890094,0.0570603890093899,0.219125561541345,0.063281202364544,574.848484848278,65.0897858237525,0,8.18030156788186,9.37760156788186,10.5749015678819,9.37760156788186,0.0889709933125626,iqcot_r027_proxy_table_in_loop_results_priority_rows019_030.csv,2,0.08897099331255909,0.0,24
1,,R027_0281,near0A,score_settle010,fixed_40us_precommitted,fixed,fixed,baseline,1,0.1,0.001,39.999,40,40,0.0,0,0.0,precommitted,19.8657575226316,0.316451028651198,10.8973455449204,21.8220000000001,2,110.846160114824,0.99951236273925,1.00681664966986,0.98910265445508,6.81664966986206,10.8973455449204,1.49800000000006,21.8220000000001,4.15200000000352,1.66199999999999,2,-0.569288775414734,-0.0694875605626989,-0.140994404883467,0.154085964271341,0.0594951303339796,0.0030991291591546,0.0020991291591546,0.295080369154808,0.0415244195645324,596.606060606268,110.846160114824,0,17.6835575226316,18.7746575226316,19.8657575226316,19.8657575226316,0.192561048356318,iqcot_r027_proxy_table_in_loop_results_priority_rows019_030.csv,2,0.19256104835629984,0.19256104835629984,25
1,,R027_0282,near0A,score_settle010,fixed_80us_precommitted,fixed,fixed,baseline,1,0.1,0.001,39.999,80,80,0.0,0,0.0,precommitted,21.987109835245,2.4378033412646,10.1510195226028,47.812,2,123.524411768886,0.99951236273925,1.00681664966986,0.989848980477397,6.81664966986206,10.1510195226028,1.49800000000006,47.812,4.1060000000035,1.67200000000003,2,-0.584402077264512,0.087883542278541,-0.10686816202556,-0.108325219375312,0.0951092326617698,-0.0322006064605616,-0.0332006064605616,0.203434452037082,-0.0021706869332452,592.969696969489,123.524411768886,0,17.205909835245,19.596509835245,21.987109835245,21.987109835245,2.31391336096972,iqcot_r027_proxy_table_in_loop_results_priority_rows019_030.csv,2,2.3139133609697,2.3139133609697,26
1,,R027_0283,near0A,score_settle010,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.1,0.001,39.999,30,30,0.0,0,0.0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.98840809952131,6.81664966986206,11.5919004786901,1.49800000000006,14.796,4.18200000000351,1.45400000000002,2,-0.560538190342741,0.0101943081511316,-0.0346931355496013,0.0695281839319782,-0.0381572567775425,0.0068720997559659,0.0058720997559659,0.107685440709521,0.0381432211025634,594.969696969905,107.601256046834,0,18.3044637899695,19.0442637899695,19.7840637899695,19.7840637899695,0.11086731569419,iqcot_r027_proxy_table_in_loop_results_priority_rows019_030.csv,2,0.11086731569420039,0.11086731569420039,27
1,,R027_0284,near0A,score_settle010,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.1,0.001,39.999,30,30,0.0,0,0.0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.98840809952131,6.81664966986206,11.5919004786901,1.49800000000006,14.796,4.18200000000351,1.45400000000002,2,-0.560538190342741,0.0101943081511316,-0.0346931355496013,0.0695281839319782,-0.0381572567775425,0.0068720997559659,0.0058720997559659,0.107685440709521,0.0381432211025634,594.969696969905,107.601256046834,0,18.3044637899695,19.0442637899695,19.7840637899695,19.7840637899695,0.11086731569419,iqcot_r027_proxy_table_in_loop_results_priority_rows019_030.csv,2,0.11086731569420039,0.11086731569420039,28
1,,R027_0285,near0A,score_settle010,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,0,0.1,0.001,39.999,35,35,0.0,0,0.0,commit_after_tau_ai,19.6731964742753,0.123889980294898,11.0926204577509,19.444,2,103.952842906669,0.99951236273925,1.00681664966986,0.988907379542249,6.81664966986206,11.0926204577509,1.49800000000006,19.444,4.16400000000349,1.67600000000004,2,-0.557119158390962,-0.19555680167411,-0.158212910606564,0.159456776289154,0.205166121129863,0.010853185138342,0.009853185138342,0.400722922803973,-0.0207633089770637,593.5,103.952842906669,0,17.7287964742753,18.7009964742753,19.6731964742753,19.6731964742753,0.0,iqcot_r027_proxy_table_in_loop_results_priority_rows019_030.csv,2,0.0,0.0,29
1,,R027_0286,near0A,score_settle010,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,0,0.1,0.001,39.999,30,30,0.0,0,0.0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.98840809952131,6.81664966986206,11.5919004786901,1.49800000000006,14.796,4.18200000000351,1.45400000000002,2,-0.560538190342741,0.0101943081511316,-0.0346931355496013,0.0695281839319782,-0.0381572567775425,0.0068720997559659,0.0058720997559659,0.107685440709521,0.0381432211025634,594.969696969905,107.601256046834,0,18.3044637899695,19.0442637899695,19.7840637899695,19.7840637899695,0.11086731569419,iqcot_r027_proxy_table_in_loop_results_priority_rows019_030.csv,2,0.11086731569420039,0.11086731569420039,30
1,,R027_0288,near0A,score_settle010,fixed_40us_precommitted,fixed,fixed,baseline,1,0.1,0.001,39.999,40,40,0.5,1,0.0,precommitted,19.8657575226316,0.316451028651198,10.8973455449204,21.8220000000001,2,110.846160114824,0.99951236273925,1.00681664966986,0.98910265445508,6.81664966986206,10.8973455449204,1.49800000000006,21.8220000000001,4.15200000000352,1.66199999999999,2,-0.569288775414734,-0.0694875605626989,-0.140994404883467,0.154085964271341,0.0594951303339796,0.0030991291591546,0.0020991291591546,0.295080369154808,0.0415244195645324,596.606060606268,110.846160114824,0,17.6835575226316,18.7746575226316,19.8657575226316,19.8657575226316,1.08471388291671,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,1.0847138829167022,0.19256104835629984,31
1,,R027_0289,near0A,score_settle010,fixed_80us_precommitted,fixed,fixed,baseline,1,0.1,0.001,39.999,80,80,0.5,1,0.0,precommitted,21.987109835245,2.4378033412646,10.1510195226028,47.812,2,123.524411768886,0.99951236273925,1.00681664966986,0.989848980477397,6.81664966986206,10.1510195226028,1.49800000000006,47.812,4.1060000000035,1.67200000000003,2,-0.584402077264512,0.087883542278541,-0.10686816202556,-0.108325219375312,0.0951092326617698,-0.0322006064605616,-0.0332006064605616,0.203434452037082,-0.0021706869332452,592.969696969489,123.524411768886,0,17.205909835245,19.596509835245,21.987109835245,21.987109835245,3.20606619553011,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,3.206066195530102,2.3139133609697,32
1,,R027_0290,near0A,score_settle010,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.1,0.001,39.999,30,30,0.5,1,0.5,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.989070125314004,6.81664966986206,10.9298746859956,1.49800000000006,14.3580000000001,4.1540000000035,1.33799999999998,2,-0.545887397149447,-0.155954274138663,-0.0999249454512438,0.156170038340693,0.0908596897173453,-0.0088494915318685,-0.0098494915318685,0.312124312479356,0.0023202549839821,593.375000000215,93.4740778284929,0,17.3452436397149,18.0631436397149,18.7810436397149,18.7810436397149,0.0,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.0,0.11086731569420039,33
1,,R027_0291,near0A,score_settle010,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.1,0.001,39.999,30,30,0.5,1,0.5,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.989070125314004,6.81664966986206,10.9298746859956,1.49800000000006,14.3580000000001,4.1540000000035,1.33799999999998,2,-0.545887397149447,-0.155954274138663,-0.0999249454512438,0.156170038340693,0.0908596897173453,-0.0088494915318685,-0.0098494915318685,0.312124312479356,0.0023202549839821,593.375000000215,93.4740778284929,0,17.3452436397149,18.0631436397149,18.7810436397149,18.7810436397149,0.0,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.0,0.11086731569420039,34
1,,R027_0292,near0A,score_settle010,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,0,0.1,0.001,39.999,35,35,0.5,1,0.5,commit_after_tau_ai,19.6731964742753,0.123889980294898,11.0926204577509,19.444,2,103.952842906669,0.99951236273925,1.00681664966986,0.98924703972337,6.81664966986206,10.7529602766298,1.49800000000006,19.452,4.13938634033284,1.58200000000344,2,-0.547472896780699,-0.0940416080429951,-0.0679197032542045,0.0993193232983973,0.0612300795145257,-0.0014119084842765,-0.0024119084842765,0.193360931341392,0.0029918347487702,595.939393939394,95.6379695098853,0,17.2131925636082,18.1857925636082,19.1583925636082,19.1583925636082,0.377348923893255,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.377348923893301,0.0,35
1,,R027_0293,near0A,score_settle010,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,0,0.1,0.001,39.999,30,30,0.5,1,0.5,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.989070125314004,6.81664966986206,10.9298746859956,1.49800000000006,14.3580000000001,4.1540000000035,1.33799999999998,2,-0.545887397149447,-0.155954274138663,-0.0999249454512438,0.156170038340693,0.0908596897173453,-0.0088494915318685,-0.0098494915318685,0.312124312479356,0.0023202549839821,593.375000000215,93.4740778284929,0,17.3452436397149,18.0631436397149,18.7810436397149,18.7810436397149,0.0,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.0,0.11086731569420039,36
1,,R027_0295,near0A,score_settle010,fixed_40us_precommitted,fixed,fixed,baseline,1,0.1,0.001,39.999,40,40,1.0,2,0.0,precommitted,19.8657575226316,0.316451028651198,10.8973455449204,21.8220000000001,2,110.846160114824,0.99951236273925,1.00681664966986,0.98910265445508,6.81664966986206,10.8973455449204,1.49800000000006,21.8220000000001,4.15200000000352,1.66199999999999,2,-0.569288775414734,-0.0694875605626989,-0.140994404883467,0.154085964271341,0.0594951303339796,0.0030991291591546,0.0020991291591546,0.295080369154808,0.0415244195645324,596.606060606268,110.846160114824,0,17.6835575226316,18.7746575226316,19.8657575226316,19.8657575226316,3.1769145825849,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,3.1769145825848994,0.19256104835629984,37
1,,R027_0296,near0A,score_settle010,fixed_80us_precommitted,fixed,fixed,baseline,1,0.1,0.001,39.999,80,80,1.0,2,0.0,precommitted,21.987109835245,2.4378033412646,10.1510195226028,47.812,2,123.524411768886,0.99951236273925,1.00681664966986,0.989848980477397,6.81664966986206,10.1510195226028,1.49800000000006,47.812,4.1060000000035,1.67200000000003,2,-0.584402077264512,0.087883542278541,-0.10686816202556,-0.108325219375312,0.0951092326617698,-0.0322006064605616,-0.0332006064605616,0.203434452037082,-0.0021706869332452,592.969696969489,123.524411768886,0,17.205909835245,19.596509835245,21.987109835245,21.987109835245,5.29826689519831,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,5.298266895198299,2.3139133609697,38
1,,R027_0297,near0A,score_settle010,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.1,0.001,39.999,30,30,1.0,2,1.0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.989460034292381,6.81664966986206,10.5399657076185,1.49800000000006,14.122,4.1300000000035,1.24599999999999,1,-0.569187412091221,-0.0727399285304887,-0.009087086670544,-0.0040750214627794,0.0807877751036288,-0.0051142615601835,-0.0061142615601835,0.153527703634117,-0.0371289096065882,593.030303030303,108.374491016849,0,15.2766429400467,15.9827429400467,16.6888429400467,16.6888429400467,0.0,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.0,0.11086731569420039,39
1,,R027_0298,near0A,score_settle010,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.1,0.001,39.999,30,30,1.0,2,1.0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.989460034292381,6.81664966986206,10.5399657076185,1.49800000000006,14.122,4.1300000000035,1.24599999999999,1,-0.569187412091221,-0.0727399285304887,-0.009087086670544,-0.0040750214627794,0.0807877751036288,-0.0051142615601835,-0.0061142615601835,0.153527703634117,-0.0371289096065882,593.030303030303,108.374491016849,0,15.2766429400467,15.9827429400467,16.6888429400467,16.6888429400467,0.0,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.0,0.11086731569420039,40
1,,R027_0299,near0A,score_settle010,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,0,0.1,0.001,39.999,35,35,1.0,2,1.0,commit_after_tau_ai,19.6731964742753,0.123889980294898,11.0926204577509,19.444,2,103.952842906669,0.99951236273925,1.00681664966986,0.989547971176005,6.81664966986206,10.4520288239951,1.49800000000006,21.328,4.1200000000035,1.06200000000002,1,-0.54638849731159,-0.0914511797589814,-0.0605299973219353,0.14007996121949,0.0046899537656024,-0.0072112620958244,-0.0082112620958244,0.231531140978471,0.0261172062542103,594.727272727273,103.748274903828,0,15.0733828193833,16.1397828193833,17.2061828193833,17.2061828193833,0.517339879336546,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.5173398793365998,0.0,41
1,,R027_0300,near0A,score_settle010,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,0,0.1,0.001,39.999,30,30,1.0,2,1.0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.989460034292381,6.81664966986206,10.5399657076185,1.49800000000006,14.122,4.1300000000035,1.24599999999999,1,-0.569187412091221,-0.0727399285304887,-0.009087086670544,-0.0040750214627794,0.0807877751036288,-0.0051142615601835,-0.0061142615601835,0.153527703634117,-0.0371289096065882,593.030303030303,108.374491016849,0,15.2766429400467,15.9827429400467,16.6888429400467,16.6888429400467,0.0,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.0,0.11086731569420039,42
1,,R027_0302,near0A,score_settle010,fixed_40us_precommitted,fixed,fixed,baseline,1,0.1,0.001,39.999,40,40,2.0,4,0.0,precommitted,19.8657575226316,0.316451028651198,10.8973455449204,21.8220000000001,2,110.846160114824,0.99951236273925,1.00681664966986,0.98910265445508,6.81664966986206,10.8973455449204,1.49800000000006,21.8220000000001,4.15200000000352,1.66199999999999,2,-0.569288775414734,-0.0694875605626989,-0.140994404883467,0.154085964271341,0.0594951303339796,0.0030991291591546,0.0020991291591546,0.295080369154808,0.0415244195645324,596.606060606268,110.846160114824,0,17.6835575226316,18.7746575226316,19.8657575226316,19.8657575226316,1.22783951730423,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,1.2278395173042007,0.19256104835629984,43
1,,R027_0303,near0A,score_settle010,fixed_80us_precommitted,fixed,fixed,baseline,1,0.1,0.001,39.999,80,80,2.0,4,0.0,precommitted,21.987109835245,2.4378033412646,10.1510195226028,47.812,2,123.524411768886,0.99951236273925,1.00681664966986,0.989848980477397,6.81664966986206,10.1510195226028,1.49800000000006,47.812,4.1060000000035,1.67200000000003,2,-0.584402077264512,0.087883542278541,-0.10686816202556,-0.108325219375312,0.0951092326617698,-0.0322006064605616,-0.0332006064605616,0.203434452037082,-0.0021706869332452,592.969696969489,123.524411768886,0,17.205909835245,19.596509835245,21.987109835245,21.987109835245,3.34919182991764,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,3.3491918299176007,2.3139133609697,44
1,,R027_0304,near0A,score_settle010,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.1,0.001,39.999,30,30,2.0,4,2.0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.990075420360652,6.81664966986206,9.92457963934823,1.49800000000006,21.0820000000001,4.0920000000035,1.68,2,-0.549071216982333,-0.257503734568499,0.008727521969287,0.0583770700305445,0.207203269636865,0.016804127068197,0.015804127068197,0.464707004205364,-0.103764364036027,596.969696969697,102.80335744984,0,16.5297180053274,17.5838180053274,18.6379180053274,18.6379180053274,0.0,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.0,0.11086731569420039,45
1,,R027_0305,near0A,score_settle010,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.1,0.001,39.999,30,30,2.0,4,2.0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.990075420360652,6.81664966986206,9.92457963934823,1.49800000000006,21.0820000000001,4.0920000000035,1.68,2,-0.549071216982333,-0.257503734568499,0.008727521969287,0.0583770700305445,0.207203269636865,0.016804127068197,0.015804127068197,0.464707004205364,-0.103764364036027,596.969696969697,102.80335744984,0,16.5297180053274,17.5838180053274,18.6379180053274,18.6379180053274,0.0,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.0,0.11086731569420039,46
1,,R027_0306,near0A,score_settle010,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,0,0.1,0.001,39.999,35,35,2.0,4,2.0,commit_after_tau_ai,19.6731964742753,0.123889980294898,11.0926204577509,19.444,2,103.952842906669,0.99951236273925,1.00681664966986,0.990140057121759,6.81664966986206,9.85994287824066,1.49800000000006,23.546,4.08800000000349,1.54400000000002,2,-0.563651338722604,-0.170226910552064,-0.042239308980894,0.0866023810681623,0.0849035433544224,-0.0409602951103735,-0.0419602951103735,0.256829291620227,-0.0315721909643576,590.242424242216,115.27330470169,0,16.7290603109971,17.9063603109971,19.0836603109971,19.0836603109971,0.445742305669686,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.4457423056697003,0.0,47
1,,R027_0307,near0A,score_settle010,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,0,0.1,0.001,39.999,30,30,2.0,4,2.0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.990075420360652,6.81664966986206,9.92457963934823,1.49800000000006,21.0820000000001,4.0920000000035,1.68,2,-0.549071216982333,-0.257503734568499,0.008727521969287,0.0583770700305445,0.207203269636865,0.016804127068197,0.015804127068197,0.464707004205364,-0.103764364036027,596.969696969697,102.80335744984,0,16.5297180053274,17.5838180053274,18.6379180053274,18.6379180053274,0.0,iqcot_r027_proxy_table_in_loop_results_priority_rows031_048.csv,3,0.0,0.11086731569420039,48
