success,error_message,r027_case_id,target_label,objective,policy,source_policy,policy_kind,policy_role,online_available_inputs_only,objective_alpha_settle,target_load_A,load_drop_A,selected_ref_slew_us,realized_ref_slew_us_in_offline_grid,tau_ai_us,delay_events,ref_start_delay_us,delay_mode,offline_objective_score,offline_regret_vs_oracle,offline_undershoot_mV,offline_settle_time_us,offline_skip_count_est,offline_phase_std_ns,vout_initial_V,vout_peak_V,vout_min_V,overshoot_mV,undershoot_mV,t_peak_us,settle_time_us,first_gate_edge_us,max_gate_gap_us,skip_count_est,final_vout_error_mV,final_il1_mean_A,final_il2_mean_A,final_il3_mean_A,final_il4_mean_A,final_il_total_mean_A,final_load_error_A,final_il_phase_imbalance_A,final_il_m2_projection_A,final_phase_spacing_mean_ns,final_phase_spacing_std_ns,final_phase_sequence_error_fraction,base_score,score_settle005,score_settle010,selected_objective_score,switching_regret_vs_best_in_run
1,,R027_0057,10A,score_settle005,fixed_40us_precommitted,fixed,fixed,baseline,1,0.05,10,30,40,40,2,4,0,precommitted,10.2618400627844,0.253761990440799,5.01028636671008,17.534,1,91.29556151628,0.99951236273925,1.00419623534961,0.99498971363329,4.19623534961322,5.01028636671008,1.01000000000002,17.534,2.9080000000035,1.03199999999999,1,-0.54894246574877,2.37466604348003,2.45483291477991,2.69493044113661,2.4994972774893,10.0239266768859,0.0239266768858588,0.320264397656583,0.0288165730868561,576.666666666458,91.29556151628,0,9.38514006278445,10.2618400627845,11.1385400627845,10.2618400627845,0.973209488215151
1,,R027_0058,10A,score_settle005,fixed_80us_precommitted,fixed,fixed,baseline,1,0.05,10,30,80,80,2,4,0,precommitted,10.5393457609743,0.531267688630699,4.63087064829415,34.286,1,82.1829076099372,0.99951236273925,1.00419623534961,0.995369129351706,4.19623534961322,4.63087064829415,1.01000000000002,34.286,2.8800000000035,0.945999999999987,1,-0.550516960481362,2.39971732104839,2.40488149094562,2.57604365410199,2.62676660474745,10.0074090708435,0.00740907084345288,0.227049283699064,-0.0139717801356751,574.969696969905,82.1829076099372,0,8.82504576097426,10.5393457609743,12.2536457609743,10.5393457609743,1.25071518640496
1,,R027_0059,10A,score_settle005,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.05,10,30,50,50,2,4,2,commit_after_tau_ai,10.0080780723436,0,4.84748739227403,20.5380000000001,1,79.7841311007952,0.99951236273925,1.00419623534961,0.995657518438424,4.19623534961322,4.34248156157591,1.01000000000002,23.9460000000001,2.85800000000353,1.02799999999998,1,-0.536024289830905,2.52603420593122,2.40993283176122,2.62905839330256,2.49203495801439,10.0570603890094,0.0570603890093899,0.219125561541345,0.063281202364544,574.848484848278,65.0897858237525,0,8.18030156788186,9.37760156788186,10.5749015678819,9.37760156788186,0.0889709933125626
1,,R027_0060,10A,score_settle005,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.05,10,30,62,62,2,4,2,commit_after_tau_ai,10.3630835522926,0.355005479949023,4.73912126375797,27.3860000000001,1,85.3659235830467,0.99951236273925,1.00419623534961,0.995657518438424,4.19623534961322,4.34248156157591,1.01000000000002,29.1240000000001,2.85800000000353,0.945999999999987,1,-0.564193220132458,2.33767229185952,2.51701125637419,2.63216953804901,2.50873234214828,9.995585428431,-0.00441457156900427,0.294497246189485,-0.0139754421534849,579.454545454545,96.3512749365917,0,8.8337002804402,10.2899002804402,11.7461002804402,10.2899002804402,1.0012697058709
1,,R027_0061,10A,score_settle005,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,0,0.05,10,30,34,34,2,4,2,commit_after_tau_ai,10.2169649805478,0.208886908204216,5.14617078943369,15.2280000000001,1,88.0342564174254,0.99951236273925,1.00419623534961,0.99564212364429,4.19623534961322,4.35787635570972,1.01000000000002,17.0260000000001,2.86000000000351,1.05400000000001,1,-0.549613664665438,2.44898254164206,2.49870549665174,2.55476527940665,2.5451774085193,10.0476307262197,0.0476307262197455,0.105782737764587,-0.0100337710305836,578.969696969489,76.4920277097069,0,8.4373305745693,9.2886305745693,10.1399305745693,9.2886305745693,0
1,,R027_0062,10A,score_settle005,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,0,0.05,10,30,50,50,2,4,2,commit_after_tau_ai,10.0080780723436,0,4.84748739227403,20.5380000000001,1,79.7841311007952,0.99951236273925,1.00419623534961,0.995657518438424,4.19623534961322,4.34248156157591,1.01000000000002,23.9460000000001,2.85800000000353,1.02799999999998,1,-0.536024289830905,2.52603420593122,2.40993283176122,2.62905839330256,2.49203495801439,10.0570603890094,0.0570603890093899,0.219125561541345,0.063281202364544,574.848484848278,65.0897858237525,0,8.18030156788186,9.37760156788186,10.5749015678819,9.37760156788186,0.0889709933125626
1,,R027_0281,near0A,score_settle010,fixed_40us_precommitted,fixed,fixed,baseline,1,0.1,0.001,39.999,40,40,0,0,0,precommitted,19.8657575226316,0.316451028651198,10.8973455449204,21.8220000000001,2,110.846160114824,0.99951236273925,1.00681664966986,0.98910265445508,6.81664966986206,10.8973455449204,1.49800000000006,21.8220000000001,4.15200000000352,1.66199999999999,2,-0.569288775414734,-0.0694875605626989,-0.140994404883467,0.154085964271341,0.0594951303339796,0.00309912915915463,0.00209912915915463,0.295080369154808,0.0415244195645324,596.606060606268,110.846160114824,0,17.6835575226316,18.7746575226316,19.8657575226316,19.8657575226316,0.192561048356318
1,,R027_0282,near0A,score_settle010,fixed_80us_precommitted,fixed,fixed,baseline,1,0.1,0.001,39.999,80,80,0,0,0,precommitted,21.987109835245,2.4378033412646,10.1510195226028,47.812,2,123.524411768886,0.99951236273925,1.00681664966986,0.989848980477397,6.81664966986206,10.1510195226028,1.49800000000006,47.812,4.1060000000035,1.67200000000003,2,-0.584402077264512,0.087883542278541,-0.10686816202556,-0.108325219375312,0.0951092326617698,-0.0322006064605616,-0.0332006064605616,0.203434452037082,-0.00217068693324522,592.969696969489,123.524411768886,0,17.205909835245,19.596509835245,21.987109835245,21.987109835245,2.31391336096972
1,,R027_0283,near0A,score_settle010,discrete_dense_long_table,discrete_dense_long_table,lookup_table,deployable_baseline,1,0.1,0.001,39.999,30,30,0,0,0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.98840809952131,6.81664966986206,11.5919004786901,1.49800000000006,14.796,4.18200000000351,1.45400000000002,2,-0.560538190342741,0.0101943081511316,-0.0346931355496013,0.0695281839319782,-0.0381572567775425,0.00687209975596598,0.00587209975596598,0.107685440709521,0.0381432211025634,594.969696969905,107.601256046834,0,18.3044637899695,19.0442637899695,19.7840637899695,19.7840637899695,0.11086731569419
1,,R027_0284,near0A,score_settle010,calibrated_risk_proxy_projection,calibrated_risk_proxy_projection,proxy_projection,deployable_candidate,1,0.1,0.001,39.999,30,30,0,0,0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.98840809952131,6.81664966986206,11.5919004786901,1.49800000000006,14.796,4.18200000000351,1.45400000000002,2,-0.560538190342741,0.0101943081511316,-0.0346931355496013,0.0695281839319782,-0.0381572567775425,0.00687209975596598,0.00587209975596598,0.107685440709521,0.0381432211025634,594.969696969905,107.601256046834,0,18.3044637899695,19.0442637899695,19.7840637899695,19.7840637899695,0.11086731569419
1,,R027_0285,near0A,score_settle010,near_opt_band_clipping,near_opt_band_clipping,band_projection,offline_comparator,0,0.1,0.001,39.999,35,35,0,0,0,commit_after_tau_ai,19.6731964742753,0.123889980294898,11.0926204577509,19.444,2,103.952842906669,0.99951236273925,1.00681664966986,0.988907379542249,6.81664966986206,11.0926204577509,1.49800000000006,19.444,4.16400000000349,1.67600000000004,2,-0.557119158390962,-0.19555680167411,-0.158212910606564,0.159456776289154,0.205166121129863,0.010853185138342,0.00985318513834205,0.400722922803973,-0.0207633089770637,593.5,103.952842906669,0,17.7287964742753,18.7009964742753,19.6731964742753,19.6731964742753,0
1,,R027_0286,near0A,score_settle010,posterior_mode_aware_projection,posterior_mode_aware_projection,posterior_projection,posterior_upper_bound,0,0.1,0.001,39.999,30,30,0,0,0,commit_after_tau_ai,19.7840637899695,0.234757295989098,11.5919004786901,14.796,2,107.601256046834,0.99951236273925,1.00681664966986,0.98840809952131,6.81664966986206,11.5919004786901,1.49800000000006,14.796,4.18200000000351,1.45400000000002,2,-0.560538190342741,0.0101943081511316,-0.0346931355496013,0.0695281839319782,-0.0381572567775425,0.00687209975596598,0.00587209975596598,0.107685440709521,0.0381432211025634,594.969696969905,107.601256046834,0,18.3044637899695,19.0442637899695,19.7840637899695,19.7840637899695,0.11086731569419
